RR,time
729,2023-04-13 13-47-55.128000
717,2023-04-13 13-47-55.845000
698,2023-04-13 13-47-56.543000
688,2023-04-13 13-47-57.231000
665,2023-04-13 13-47-57.896000
653,2023-04-13 13-47-58.549000
646,2023-04-13 13-47-59.195000
644,2023-04-13 13-47-59.839000
631,2023-04-13 13-48-00.470000
622,2023-04-13 13-48-01.092000
623,2023-04-13 13-48-01.715000
640,2023-04-13 13-48-02.355000
655,2023-04-13 13-48-03.010000
644,2023-04-13 13-48-03.654000
660,2023-04-13 13-48-04.314000
662,2023-04-13 13-48-04.976000
644,2023-04-13 13-48-05.620000
638,2023-04-13 13-48-06.258000
632,2023-04-13 13-48-06.890000
625,2023-04-13 13-48-07.515000
615,2023-04-13 13-48-08.130000
606,2023-04-13 13-48-08.736000
602,2023-04-13 13-48-09.338000
602,2023-04-13 13-48-09.940000
591,2023-04-13 13-48-10.531000
596,2023-04-13 13-48-11.127000
597,2023-04-13 13-48-11.724000
608,2023-04-13 13-48-12.332000
624,2023-04-13 13-48-12.956000
631,2023-04-13 13-48-13.587000
632,2023-04-13 13-48-14.219000
629,2023-04-13 13-48-14.848000
643,2023-04-13 13-48-15.491000
669,2023-04-13 13-48-16.160000
677,2023-04-13 13-48-16.837000
660,2023-04-13 13-48-17.497000
660,2023-04-13 13-48-18.157000
646,2023-04-13 13-48-18.803000
635,2023-04-13 13-48-19.438000
629,2023-04-13 13-48-20.067000
614,2023-04-13 13-48-20.681000
615,2023-04-13 13-48-21.296000
624,2023-04-13 13-48-21.920000
636,2023-04-13 13-48-22.556000
645,2023-04-13 13-48-23.201000
690,2023-04-13 13-48-23.891000
709,2023-04-13 13-48-24.600000
716,2023-04-13 13-48-25.316000
697,2023-04-13 13-48-26.013000
673,2023-04-13 13-48-26.686000
658,2023-04-13 13-48-27.344000
641,2023-04-13 13-48-27.985000
626,2023-04-13 13-48-28.611000
627,2023-04-13 13-48-29.238000
635,2023-04-13 13-48-29.873000
674,2023-04-13 13-48-30.547000
724,2023-04-13 13-48-31.271000
688,2023-04-13 13-48-31.959000
724,2023-04-13 13-48-32.683000
703,2023-04-13 13-48-33.386000
678,2023-04-13 13-48-34.064000
657,2023-04-13 13-48-34.721000
659,2023-04-13 13-48-35.380000
641,2023-04-13 13-48-36.021000
640,2023-04-13 13-48-36.661000
635,2023-04-13 13-48-37.296000
628,2023-04-13 13-48-37.924000
616,2023-04-13 13-48-38.540000
621,2023-04-13 13-48-39.161000
624,2023-04-13 13-48-39.785000
641,2023-04-13 13-48-40.426000
